Normal loss: 1.9329, Plan similarity: 0.1982, Random contrast: 0.6719
Normal loss: 0.2830, Plan similarity: 0.6055, Random contrast: 0.2754
Normal loss: 0.3035, Plan similarity: 0.3535, Random contrast: 0.2109
Normal loss: 0.2550, Plan similarity: 0.2500, Random contrast: 0.2041
Normal loss: 0.3183, Plan similarity: 3.4375, Random contrast: 0.2441
Normal loss: 0.3963, Plan similarity: 3.3750, Random contrast: 0.1777
Normal loss: 0.4153, Plan similarity: 2.6562, Random contrast: 0.1875
Normal loss: 0.4383, Plan similarity: 0.3789, Random contrast: 0.2441
Normal loss: 0.3248, Plan similarity: 3.7812, Random contrast: 0.1924
Normal loss: 0.3331, Plan similarity: 0.5273, Random contrast: 0.1377
Normal loss: 0.4818, Plan similarity: 0.6328, Random contrast: 0.1001
Normal loss: 0.3218, Plan similarity: 2.4531, Random contrast: 0.2324
Normal loss: 0.3858, Plan similarity: 1.6641, Random contrast: 0.1689
Normal loss: 0.3150, Plan similarity: 0.2383, Random contrast: 0.1875
Normal loss: 0.3855, Plan similarity: 3.0469, Random contrast: 0.2285
Normal loss: 0.3050, Plan similarity: 0.6094, Random contrast: 0.1846
Normal loss: 0.3191, Plan similarity: 0.4180, Random contrast: 0.0928
Normal loss: 0.3735, Plan similarity: 0.4336, Random contrast: 0.1924
Normal loss: 0.2811, Plan similarity: 0.4258, Random contrast: 0.0454
Normal loss: 0.3595, Plan similarity: 0.3906, Random contrast: 0.1729
Normal loss: 0.2865, Plan similarity: 0.1182, Random contrast: 0.1396
Normal loss: 0.3073, Plan similarity: 0.2988, Random contrast: 0.1709
Normal loss: 0.2940, Plan similarity: 0.5703, Random contrast: 0.0071
Normal loss: 0.2390, Plan similarity: 0.3145, Random contrast: 0.1924
Normal loss: 0.2582, Plan similarity: 0.2080, Random contrast: 0.2500
Normal loss: 0.2508, Plan similarity: 0.3398, Random contrast: 0.2852
Normal loss: 0.3264, Plan similarity: 0.3320, Random contrast: 0.3203
Normal loss: 0.3312, Plan similarity: 5.5625, Random contrast: 0.1816
Normal loss: 0.3016, Plan similarity: 0.2109, Random contrast: 0.2188
Normal loss: 0.2523, Plan similarity: 0.4922, Random contrast: 0.2012
Normal loss: 0.3928, Plan similarity: 0.2773, Random contrast: 0.3301
Normal loss: 0.4068, Plan similarity: 0.8633, Random contrast: 0.2832
Normal loss: 0.2963, Plan similarity: 0.8516, Random contrast: 0.2754
Normal loss: 0.2890, Plan similarity: 1.3672, Random contrast: 0.1533
Normal loss: 0.3903, Plan similarity: 0.5586, Random contrast: 0.1338
Normal loss: 0.3407, Plan similarity: 4.7500, Random contrast: 0.1699
Normal loss: 0.4635, Plan similarity: 0.4883, Random contrast: 0.2539
Normal loss: 0.3419, Plan similarity: 0.2949, Random contrast: 0.2207
Normal loss: 0.3144, Plan similarity: 3.0938, Random contrast: 0.3027
Normal loss: 0.3012, Plan similarity: 0.4238, Random contrast: 0.2051
Normal loss: 0.3444, Plan similarity: 1.2578, Random contrast: 0.1807
Normal loss: 0.3528, Plan similarity: 2.7656, Random contrast: 0.0942
Normal loss: 0.2991, Plan similarity: 1.9531, Random contrast: 0.1416
Normal loss: 0.3359, Plan similarity: 0.2891, Random contrast: 0.1060
Normal loss: 0.3206, Plan similarity: 6.8438, Random contrast: 0.1982
Normal loss: 0.2352, Plan similarity: 0.4941, Random contrast: 0.2041
Normal loss: 0.3213, Plan similarity: 3.5781, Random contrast: 0.1260
Normal loss: 0.4152, Plan similarity: 1.1562, Random contrast: 0.1494
Normal loss: 0.4363, Plan similarity: 4.9375, Random contrast: 0.1338
Normal loss: 0.3909, Plan similarity: 3.1562, Random contrast: 0.1006
Normal loss: 0.4136, Plan similarity: 3.5156, Random contrast: 0.0952
Normal loss: 0.3634, Plan similarity: 3.6250, Random contrast: 0.1279
Normal loss: 0.4196, Plan similarity: 3.1094, Random contrast: 0.1396
Normal loss: 0.3918, Plan similarity: 1.7891, Random contrast: 0.0669
Normal loss: 0.4368, Plan similarity: 4.7188, Random contrast: 0.1157
Normal loss: 0.4139, Plan similarity: 2.6406, Random contrast: 0.0669
Normal loss: 0.4763, Plan similarity: 0.8359, Random contrast: 0.1709
Normal loss: 0.4580, Plan similarity: 1.5938, Random contrast: 0.1104
Normal loss: 0.2931, Plan similarity: 0.5352, Random contrast: 0.1787
Normal loss: 0.3012, Plan similarity: 0.4883, Random contrast: 0.1631
Normal loss: 0.4688, Plan similarity: 3.6875, Random contrast: 0.1143
Normal loss: 0.3633, Plan similarity: 0.5273, Random contrast: 0.1021
Normal loss: 0.3318, Plan similarity: 0.4609, Random contrast: 0.1455
Normal loss: 0.3876, Plan similarity: 0.4258, Random contrast: 0.2402
Normal loss: 0.2840, Plan similarity: 0.4316, Random contrast: 0.1855
Normal loss: 0.4123, Plan similarity: 0.4922, Random contrast: 0.1099
Normal loss: 0.4688, Plan similarity: 0.5820, Random contrast: 0.0728
Normal loss: 0.3648, Plan similarity: 0.4688, Random contrast: 0.2188
Normal loss: 0.3504, Plan similarity: 0.5273, Random contrast: 0.0845
Normal loss: 0.3571, Plan similarity: 0.5391, Random contrast: 0.1709
Normal loss: 0.4155, Plan similarity: 0.5391, Random contrast: 0.2617
Normal loss: 0.2879, Plan similarity: 0.7305, Random contrast: 0.1895
Normal loss: 0.3905, Plan similarity: 0.7578, Random contrast: 0.2129
Normal loss: 0.2809, Plan similarity: 0.7188, Random contrast: 0.2539
Normal loss: 0.2626, Plan similarity: 0.6133, Random contrast: 0.2041
Normal loss: 0.3474, Plan similarity: 0.4453, Random contrast: 0.2061
Normal loss: 0.3259, Plan similarity: 0.5273, Random contrast: 0.0266
Normal loss: 0.3305, Plan similarity: 0.5195, Random contrast: 0.0129
Normal loss: 0.3749, Plan similarity: 0.4102, Random contrast: 0.0952
Normal loss: 0.3737, Plan similarity: 3.2812, Random contrast: 0.1318
Normal loss: 0.3087, Plan similarity: 0.5781, Random contrast: 0.1455
Normal loss: 0.2355, Plan similarity: 0.4414, Random contrast: 0.2773
Normal loss: 0.2237, Plan similarity: 3.1094, Random contrast: 0.2637
Normal loss: 0.2453, Plan similarity: 0.1128, Random contrast: 0.2676
Normal loss: 0.2697, Plan similarity: 3.8125, Random contrast: 0.2168
Normal loss: 0.2481, Plan similarity: 0.4941, Random contrast: 0.2354
Normal loss: 0.2542, Plan similarity: 3.3281, Random contrast: 0.0991
Normal loss: 0.3047, Plan similarity: 0.5938, Random contrast: 0.1167
Normal loss: 0.3889, Plan similarity: 2.3906, Random contrast: 0.1855
Normal loss: 0.2769, Plan similarity: 1.3438, Random contrast: 0.2461
Normal loss: 0.2726, Plan similarity: 1.8594, Random contrast: 0.3164
Normal loss: 0.2761, Plan similarity: 0.4258, Random contrast: 0.2812
Normal loss: 0.2496, Plan similarity: 0.4336, Random contrast: 0.2188
Normal loss: 0.2816, Plan similarity: 1.7344, Random contrast: 0.2949
Normal loss: 0.3721, Plan similarity: 3.0938, Random contrast: 0.1602
Normal loss: 0.3590, Plan similarity: 0.2217, Random contrast: 0.4004
Normal loss: 0.2663, Plan similarity: 0.3086, Random contrast: 0.2695
Normal loss: 0.3109, Plan similarity: 1.9922, Random contrast: 0.3242
Normal loss: 0.3132, Plan similarity: 0.4688, Random contrast: 0.2617
Normal loss: 0.2138, Plan similarity: 3.6562, Random contrast: 0.2910
Normal loss: 0.2892, Plan similarity: 1.6875, Random contrast: 0.2119
Normal loss: 0.3264, Plan similarity: 0.3828, Random contrast: 0.2441
Normal loss: 0.2707, Plan similarity: 0.3125, Random contrast: 0.2051
Normal loss: 0.2409, Plan similarity: 0.4844, Random contrast: 0.3145
Normal loss: 0.3982, Plan similarity: 1.1719, Random contrast: 0.2324
Normal loss: 0.2105, Plan similarity: 0.3203, Random contrast: 0.2930
Normal loss: 0.2897, Plan similarity: 0.2178, Random contrast: 0.3359
Normal loss: 0.2635, Plan similarity: 0.5547, Random contrast: 0.1885
Normal loss: 0.2813, Plan similarity: 0.5703, Random contrast: 0.2695
Normal loss: 0.2904, Plan similarity: 0.4883, Random contrast: 0.3633
Normal loss: 0.2353, Plan similarity: 1.1641, Random contrast: 0.2246
Normal loss: 0.3053, Plan similarity: 0.0549, Random contrast: 0.3477
Normal loss: 0.1964, Plan similarity: 1.3750, Random contrast: 0.3359
Normal loss: 0.2703, Plan similarity: 2.8750, Random contrast: 0.2178
Normal loss: 0.2515, Plan similarity: 0.1787, Random contrast: 0.3223
Normal loss: 0.2558, Plan similarity: 0.1455, Random contrast: 0.2344
Normal loss: 0.2873, Plan similarity: 1.4609, Random contrast: 0.2266
Normal loss: 0.2498, Plan similarity: 2.6562, Random contrast: 0.2695
Normal loss: 0.3804, Plan similarity: 0.2441, Random contrast: 0.1875
Normal loss: 0.3194, Plan similarity: 0.4551, Random contrast: 0.1982
Normal loss: 0.3262, Plan similarity: 1.7500, Random contrast: 0.1182
Normal loss: 0.3333, Plan similarity: 0.4727, Random contrast: 0.2852
Normal loss: 0.3723, Plan similarity: 0.5117, Random contrast: 0.2637
Normal loss: 0.2365, Plan similarity: 3.0000, Random contrast: 0.2480
Normal loss: 0.2648, Plan similarity: 2.8281, Random contrast: 0.2695
Normal loss: 0.3042, Plan similarity: 3.2500, Random contrast: 0.1455
Normal loss: 0.2870, Plan similarity: 0.4844, Random contrast: 0.2754
Normal loss: 0.3030, Plan similarity: 3.2969, Random contrast: 0.1924
Normal loss: 0.2984, Plan similarity: 3.1094, Random contrast: 0.1992
Normal loss: 0.2853, Plan similarity: 0.3750, Random contrast: 0.3027
Normal loss: 0.3430, Plan similarity: 0.1123, Random contrast: 0.1318
Normal loss: 0.4081, Plan similarity: 3.6562, Random contrast: 0.3008
Normal loss: 0.2798, Plan similarity: 0.2402, Random contrast: 0.1768
Normal loss: 0.2678, Plan similarity: 0.5742, Random contrast: 0.1406
Normal loss: 0.2906, Plan similarity: 4.5625, Random contrast: 0.1504
Normal loss: 0.2137, Plan similarity: 0.6562, Random contrast: 0.1240
Normal loss: 0.3428, Plan similarity: 5.5312, Random contrast: 0.1748
Normal loss: 0.2424, Plan similarity: 1.8984, Random contrast: 0.2021
Normal loss: 0.2591, Plan similarity: 0.4160, Random contrast: 0.0830
Normal loss: 0.2826, Plan similarity: 0.4004, Random contrast: 0.0986
Normal loss: 0.2981, Plan similarity: 0.2891, Random contrast: 0.2168
Normal loss: 0.3077, Plan similarity: 2.9688, Random contrast: 0.3301
Normal loss: 0.2731, Plan similarity: 0.4609, Random contrast: 0.1562
Normal loss: 0.3031, Plan similarity: 0.3730, Random contrast: 0.2637
Normal loss: 0.3178, Plan similarity: 0.5547, Random contrast: 0.2441
Normal loss: 0.3086, Plan similarity: 0.5312, Random contrast: 0.1826
Normal loss: 0.3041, Plan similarity: 2.4688, Random contrast: 0.1973
Normal loss: 0.3042, Plan similarity: 0.3984, Random contrast: 0.1611
Normal loss: 0.2314, Plan similarity: 0.4336, Random contrast: 0.1064
Normal loss: 0.2644, Plan similarity: 3.7812, Random contrast: 0.2520
Normal loss: 0.2992, Plan similarity: 0.4766, Random contrast: 0.1221
Normal loss: 0.3298, Plan similarity: 1.9922, Random contrast: 0.0952
Normal loss: 0.3255, Plan similarity: 0.5195, Random contrast: 0.1143
Normal loss: 0.2298, Plan similarity: 0.3086, Random contrast: 0.1865
Normal loss: 0.3022, Plan similarity: 1.2344, Random contrast: 0.2236
Normal loss: 0.3286, Plan similarity: 2.9531, Random contrast: 0.0364
Normal loss: 0.2950, Plan similarity: 0.4727, Random contrast: 0.2246
Normal loss: 0.2603, Plan similarity: 0.4023, Random contrast: 0.1748
Normal loss: 0.2339, Plan similarity: 0.6250, Random contrast: 0.2188
Normal loss: 0.2692, Plan similarity: 0.1670, Random contrast: 0.0618
Normal loss: 0.2511, Plan similarity: 0.8477, Random contrast: 0.2363
Normal loss: 0.2761, Plan similarity: 0.5703, Random contrast: 0.2324
Normal loss: 0.2590, Plan similarity: 0.2422, Random contrast: 0.2363
Normal loss: 0.3423, Plan similarity: 0.9531, Random contrast: 0.0317
Normal loss: 0.3506, Plan similarity: 2.5625, Random contrast: 0.0728
Normal loss: 0.3111, Plan similarity: 0.4727, Random contrast: 0.1777
Normal loss: 0.2497, Plan similarity: 0.4629, Random contrast: 0.1138
Normal loss: 0.3098, Plan similarity: 1.3125, Random contrast: 0.1689
Normal loss: 0.4101, Plan similarity: 3.0938, Random contrast: 0.1729
Normal loss: 0.2244, Plan similarity: 0.4375, Random contrast: 0.1797
Normal loss: 0.2241, Plan similarity: 2.7812, Random contrast: 0.2344
Normal loss: 0.2839, Plan similarity: 2.5156, Random contrast: 0.2793
Normal loss: 0.3625, Plan similarity: 0.3125, Random contrast: 0.2188
Normal loss: 0.2894, Plan similarity: 3.5938, Random contrast: 0.2793
Normal loss: 0.3183, Plan similarity: 2.1875, Random contrast: 0.2021
Normal loss: 0.2883, Plan similarity: 1.1016, Random contrast: 0.1865
Normal loss: 0.3024, Plan similarity: 0.2480, Random contrast: 0.1436
Normal loss: 0.3093, Plan similarity: 0.2500, Random contrast: 0.2422
Normal loss: 0.3073, Plan similarity: 1.9766, Random contrast: 0.3398
Normal loss: 0.2937, Plan similarity: 2.7500, Random contrast: 0.1826
Normal loss: 0.3513, Plan similarity: 1.9062, Random contrast: 0.0552
Normal loss: 0.3140, Plan similarity: 3.8750, Random contrast: 0.2139
Normal loss: 0.3175, Plan similarity: 3.4688, Random contrast: 0.2188
Normal loss: 0.2334, Plan similarity: 0.0928, Random contrast: 0.2520
Normal loss: 0.2779, Plan similarity: 0.4941, Random contrast: 0.2598
Normal loss: 0.3080, Plan similarity: 0.2715, Random contrast: 0.0559
Normal loss: 0.3581, Plan similarity: 4.8438, Random contrast: 0.1279
Normal loss: 0.3263, Plan similarity: 0.4258, Random contrast: 0.0630
Normal loss: 0.3299, Plan similarity: 1.4844, Random contrast: 0.2285
Normal loss: 0.3697, Plan similarity: 0.2715, Random contrast: 0.1572
Normal loss: 0.8617, Plan similarity: 2.6562, Random contrast: 0.1992
Normal loss: 0.9940, Plan similarity: 1.5859, Random contrast: 0.3613
Normal loss: 0.8758, Plan similarity: 1.8359, Random contrast: 0.4336
Normal loss: 0.9333, Plan similarity: 0.7031, Random contrast: 0.4492
Normal loss: 0.9950, Plan similarity: 0.7812, Random contrast: 0.5273
Normal loss: 0.7885, Plan similarity: 0.6992, Random contrast: 0.5312
Normal loss: 0.5108, Plan similarity: 4.4688, Random contrast: 0.4648
Normal loss: 0.6246, Plan similarity: 0.7891, Random contrast: 0.5039
Normal loss: 0.6340, Plan similarity: 3.5938, Random contrast: 0.5234
Normal loss: 0.4315, Plan similarity: 4.5000, Random contrast: 0.3574
Normal loss: 0.5219, Plan similarity: 0.6758, Random contrast: 0.4727
Normal loss: 0.5870, Plan similarity: 0.8359, Random contrast: 0.3164
Normal loss: 0.3602, Plan similarity: 0.4004, Random contrast: 0.5508
Normal loss: 0.4328, Plan similarity: 5.8125, Random contrast: 0.5156
Normal loss: 0.4424, Plan similarity: 0.6953, Random contrast: 0.3242
Normal loss: 0.4712, Plan similarity: 1.8672, Random contrast: 0.5469
Normal loss: 0.4582, Plan similarity: 0.3164, Random contrast: 0.5156
Normal loss: 0.4121, Plan similarity: 0.7109, Random contrast: 0.4805
Normal loss: 0.5458, Plan similarity: 3.1719, Random contrast: 0.4375
Normal loss: 0.4157, Plan similarity: 0.3203, Random contrast: 0.5078
Normal loss: 0.4634, Plan similarity: 4.4062, Random contrast: 0.4453
Normal loss: 0.3083, Plan similarity: 0.2988, Random contrast: 0.4922
Normal loss: 0.3886, Plan similarity: 0.6328, Random contrast: 0.4707
Normal loss: 0.3383, Plan similarity: 0.6797, Random contrast: 0.4609
Normal loss: 0.3847, Plan similarity: 0.3867, Random contrast: 0.5039
Normal loss: 0.4359, Plan similarity: 0.5391, Random contrast: 0.4160
Normal loss: 0.3467, Plan similarity: 3.3125, Random contrast: 0.4336
Normal loss: 0.3641, Plan similarity: 4.0000, Random contrast: 0.3848
Normal loss: 0.4753, Plan similarity: 4.1875, Random contrast: 0.4473
Normal loss: 0.4184, Plan similarity: 0.3672, Random contrast: 0.4688
Normal loss: 0.3355, Plan similarity: 3.2344, Random contrast: 0.4766
Normal loss: 0.4609, Plan similarity: 0.4453, Random contrast: 0.4375
Normal loss: 0.3171, Plan similarity: 2.4844, Random contrast: 0.4258
Normal loss: 0.2577, Plan similarity: 0.5781, Random contrast: 0.3789
Normal loss: 0.2457, Plan similarity: 0.5664, Random contrast: 0.4062
Normal loss: 0.4564, Plan similarity: 3.6875, Random contrast: 0.3711
Normal loss: 0.3676, Plan similarity: 0.7500, Random contrast: 0.4141
Normal loss: 0.2953, Plan similarity: 0.3301, Random contrast: 0.5273
Normal loss: 0.4306, Plan similarity: 6.1250, Random contrast: 0.4961
Normal loss: 0.3975, Plan similarity: 4.2500, Random contrast: 0.5703
Normal loss: 0.3083, Plan similarity: 0.5156, Random contrast: 0.4766
Normal loss: 0.4727, Plan similarity: 0.4883, Random contrast: 0.5078
Normal loss: 0.3054, Plan similarity: 0.1445, Random contrast: 0.4922
Normal loss: 0.2271, Plan similarity: 3.0312, Random contrast: 0.4648
Normal loss: 0.3050, Plan similarity: 0.3672, Random contrast: 0.4219
Normal loss: 0.4120, Plan similarity: 0.5078, Random contrast: 0.3379
Normal loss: 0.2997, Plan similarity: 0.5156, Random contrast: 0.4316
Normal loss: 0.3969, Plan similarity: 1.4375, Random contrast: 0.3750
Normal loss: 0.2840, Plan similarity: 0.5938, Random contrast: 0.4258
Normal loss: 0.3061, Plan similarity: 1.7031, Random contrast: 0.4082
Normal loss: 0.3024, Plan similarity: 0.3613, Random contrast: 0.4414
Normal loss: 0.3039, Plan similarity: 0.3477, Random contrast: 0.4844
Normal loss: 0.2692, Plan similarity: 0.3477, Random contrast: 0.3730
Normal loss: 0.4069, Plan similarity: 4.1250, Random contrast: 0.3457
Normal loss: 0.2770, Plan similarity: 3.5781, Random contrast: 0.3984
Normal loss: 0.2419, Plan similarity: 4.0938, Random contrast: 0.3359
Normal loss: 0.2746, Plan similarity: 0.6562, Random contrast: 0.3828
Normal loss: 0.3194, Plan similarity: 3.4688, Random contrast: 0.4258
Normal loss: 0.4406, Plan similarity: 0.8359, Random contrast: 0.3027
Normal loss: 0.2781, Plan similarity: 0.4609, Random contrast: 0.4414
Normal loss: 0.2585, Plan similarity: 0.0327, Random contrast: 0.4844
Normal loss: 0.2047, Plan similarity: 0.5078, Random contrast: 0.4902
Normal loss: 0.3055, Plan similarity: 3.9375, Random contrast: 0.3242
Normal loss: 0.2442, Plan similarity: 0.4629, Random contrast: 0.4082
Normal loss: 0.2847, Plan similarity: 0.0305, Random contrast: 0.4844
Normal loss: 0.3848, Plan similarity: 0.4922, Random contrast: 0.4570
Normal loss: 0.2566, Plan similarity: 0.7344, Random contrast: 0.3828
Normal loss: 0.3027, Plan similarity: 0.5469, Random contrast: 0.4453
Normal loss: 0.3492, Plan similarity: 0.8555, Random contrast: 0.3672
Normal loss: 0.2969, Plan similarity: 0.6797, Random contrast: 0.3711
Normal loss: 0.2577, Plan similarity: 0.3926, Random contrast: 0.4180
Normal loss: 0.2145, Plan similarity: 0.3594, Random contrast: 0.4746
Normal loss: 0.3448, Plan similarity: 0.5469, Random contrast: 0.4297
Normal loss: 0.3159, Plan similarity: 0.6094, Random contrast: 0.4766
Normal loss: 0.2727, Plan similarity: 0.5938, Random contrast: 0.4062
Normal loss: 0.3305, Plan similarity: 0.6094, Random contrast: 0.4297
Normal loss: 0.2828, Plan similarity: 0.8203, Random contrast: 0.3301
Normal loss: 0.3020, Plan similarity: 0.6445, Random contrast: 0.4180
Normal loss: 0.3296, Plan similarity: 0.7109, Random contrast: 0.3789
Normal loss: 0.2611, Plan similarity: 0.6250, Random contrast: 0.4160
Normal loss: 0.2850, Plan similarity: 0.5195, Random contrast: 0.4219
Normal loss: 0.1807, Plan similarity: 0.5039, Random contrast: 0.4570
Normal loss: 0.3259, Plan similarity: 4.0000, Random contrast: 0.3945
Normal loss: 0.2674, Plan similarity: 0.5938, Random contrast: 0.3379
Normal loss: 0.2718, Plan similarity: 0.4531, Random contrast: 0.4004
Normal loss: 0.2597, Plan similarity: 0.1025, Random contrast: 0.3477
Normal loss: 0.2044, Plan similarity: 0.7070, Random contrast: 0.4180
Normal loss: 0.3500, Plan similarity: 0.5078, Random contrast: 0.3398
Normal loss: 0.2898, Plan similarity: 0.3496, Random contrast: 0.2871
Normal loss: 0.2394, Plan similarity: 1.2891, Random contrast: 0.3398
Normal loss: 0.2101, Plan similarity: 0.4180, Random contrast: 0.3887
Normal loss: 0.2728, Plan similarity: 1.0781, Random contrast: 0.3984
Normal loss: 0.3200, Plan similarity: 0.5625, Random contrast: 0.3594
Normal loss: 0.1663, Plan similarity: 0.5391, Random contrast: 0.3633
Normal loss: 0.2656, Plan similarity: 6.2500, Random contrast: 0.3398
Normal loss: 0.2688, Plan similarity: 0.3711, Random contrast: 0.4316
Normal loss: 0.1857, Plan similarity: 0.1875, Random contrast: 0.4336
Normal loss: 0.4122, Plan similarity: 0.5938, Random contrast: 0.3418
Normal loss: 0.3952, Plan similarity: 0.2852, Random contrast: 0.4922
Normal loss: 0.2886, Plan similarity: 0.4531, Random contrast: 0.3848
Normal loss: 0.3377, Plan similarity: 3.3906, Random contrast: 0.3945
Normal loss: 0.2548, Plan similarity: 0.4219, Random contrast: 0.4473
Normal loss: 0.2767, Plan similarity: 0.5664, Random contrast: 0.3242
Normal loss: 0.3403, Plan similarity: 0.6875, Random contrast: 0.3477
Normal loss: 0.3033, Plan similarity: 2.9062, Random contrast: 0.4102
Normal loss: 0.2566, Plan similarity: 0.4883, Random contrast: 0.3594
Normal loss: 0.2320, Plan similarity: 3.5000, Random contrast: 0.3789
Normal loss: 0.2655, Plan similarity: 0.4258, Random contrast: 0.3711
Normal loss: 0.3665, Plan similarity: 1.8672, Random contrast: 0.3945
Normal loss: 0.3370, Plan similarity: 0.4199, Random contrast: 0.4844
Normal loss: 0.3153, Plan similarity: 0.5000, Random contrast: 0.4551
Normal loss: 0.3116, Plan similarity: 4.3125, Random contrast: 0.3750
Normal loss: 0.3188, Plan similarity: 0.3594, Random contrast: 0.3672
Normal loss: 0.3041, Plan similarity: 3.6094, Random contrast: 0.3164
Normal loss: 0.3217, Plan similarity: 0.2656, Random contrast: 0.3945
Normal loss: 0.3142, Plan similarity: 0.5117, Random contrast: 0.4102
Normal loss: 0.3731, Plan similarity: 2.2188, Random contrast: 0.3926
Normal loss: 0.3915, Plan similarity: 0.2559, Random contrast: 0.2715
Normal loss: 0.3631, Plan similarity: 0.4883, Random contrast: 0.3242
Normal loss: 0.3813, Plan similarity: 2.3594, Random contrast: 0.4141
Normal loss: 0.2320, Plan similarity: 0.3320, Random contrast: 0.3301
Normal loss: 0.2908, Plan similarity: 0.3184, Random contrast: 0.3477
Normal loss: 0.2775, Plan similarity: 0.3516, Random contrast: 0.2988
Normal loss: 0.3129, Plan similarity: 4.0625, Random contrast: 0.3477
Normal loss: 0.2099, Plan similarity: 0.2910, Random contrast: 0.3281
Normal loss: 0.2048, Plan similarity: 1.7812, Random contrast: 0.3223
Normal loss: 0.2780, Plan similarity: 0.2812, Random contrast: 0.4375
Normal loss: 0.2845, Plan similarity: 2.1094, Random contrast: 0.3242
Normal loss: 0.3014, Plan similarity: 0.4941, Random contrast: 0.2832
Normal loss: 0.2831, Plan similarity: 0.5039, Random contrast: 0.3145
Normal loss: 0.3221, Plan similarity: 1.8203, Random contrast: 0.3320
Normal loss: 0.3134, Plan similarity: 0.2422, Random contrast: 0.3027
Normal loss: 0.2085, Plan similarity: 0.5781, Random contrast: 0.3340
Normal loss: 0.3104, Plan similarity: 0.7500, Random contrast: 0.3242
Normal loss: 0.3801, Plan similarity: 0.8398, Random contrast: 0.3555
Normal loss: 0.3625, Plan similarity: 3.1719, Random contrast: 0.3555
Normal loss: 0.2761, Plan similarity: 0.9766, Random contrast: 0.3496
Normal loss: 0.2212, Plan similarity: 0.5898, Random contrast: 0.3789
Normal loss: 0.3774, Plan similarity: 3.7500, Random contrast: 0.2266
Normal loss: 0.2065, Plan similarity: 0.7891, Random contrast: 0.2637
Normal loss: 0.2779, Plan similarity: 0.5586, Random contrast: 0.2852
Normal loss: 0.2995, Plan similarity: 0.5547, Random contrast: 0.2598
Normal loss: 0.2687, Plan similarity: 2.0469, Random contrast: 0.3281
Normal loss: 0.3914, Plan similarity: 0.5586, Random contrast: 0.3594
Normal loss: 0.2440, Plan similarity: 3.9062, Random contrast: 0.2539
Normal loss: 0.2356, Plan similarity: 0.2891, Random contrast: 0.3125
Normal loss: 0.4464, Plan similarity: 0.9453, Random contrast: 0.2734
Normal loss: 0.4596, Plan similarity: 3.3906, Random contrast: 0.3262
Normal loss: 0.2217, Plan similarity: 0.4062, Random contrast: 0.3203
Normal loss: 0.2048, Plan similarity: 0.4355, Random contrast: 0.3594
Normal loss: 0.2458, Plan similarity: 0.3887, Random contrast: 0.3223
Normal loss: 0.2427, Plan similarity: 2.3438, Random contrast: 0.3789
Normal loss: 0.1804, Plan similarity: 2.2344, Random contrast: 0.3145
Normal loss: 0.2320, Plan similarity: 5.7188, Random contrast: 0.3594
Normal loss: 0.3117, Plan similarity: 0.4062, Random contrast: 0.2754
Normal loss: 0.3623, Plan similarity: 0.4180, Random contrast: 0.2617
Normal loss: 0.2876, Plan similarity: 0.3438, Random contrast: 0.2969
Normal loss: 0.3860, Plan similarity: 0.2695, Random contrast: 0.4160
Normal loss: 0.3083, Plan similarity: 0.5586, Random contrast: 0.3301
Normal loss: 0.3001, Plan similarity: 0.5469, Random contrast: 0.2109
Normal loss: 0.2198, Plan similarity: 0.8750, Random contrast: 0.3398
Normal loss: 0.2668, Plan similarity: 0.3301, Random contrast: 0.4629
Normal loss: 0.1812, Plan similarity: 2.0156, Random contrast: 0.3320
Normal loss: 0.3539, Plan similarity: 0.4219, Random contrast: 0.2305
Normal loss: 0.4264, Plan similarity: 3.8906, Random contrast: 0.3535
Normal loss: 0.3140, Plan similarity: 0.5195, Random contrast: 0.4336
Normal loss: 0.3121, Plan similarity: 0.5156, Random contrast: 0.2793
Normal loss: 0.3258, Plan similarity: 2.7812, Random contrast: 0.3262
Normal loss: 0.3429, Plan similarity: 3.0938, Random contrast: 0.3320
Normal loss: 0.3327, Plan similarity: 0.8555, Random contrast: 0.4102
Normal loss: 0.2015, Plan similarity: 1.6172, Random contrast: 0.2695
Normal loss: 0.2061, Plan similarity: 1.7344, Random contrast: 0.2617
Normal loss: 0.4497, Plan similarity: 1.6641, Random contrast: 0.3906
Normal loss: 0.3551, Plan similarity: 0.3027, Random contrast: 0.2637
Normal loss: 0.3375, Plan similarity: 0.4141, Random contrast: 0.4141
Normal loss: 0.3226, Plan similarity: 0.4141, Random contrast: 0.3691
Normal loss: 0.4003, Plan similarity: 0.5781, Random contrast: 0.4004
Normal loss: 0.3271, Plan similarity: 0.6133, Random contrast: 0.3223
Normal loss: 0.3651, Plan similarity: 0.5117, Random contrast: 0.3711
Normal loss: 0.3486, Plan similarity: 0.8047, Random contrast: 0.3047
Normal loss: 0.2434, Plan similarity: 0.3359, Random contrast: 0.3535
Normal loss: 0.2675, Plan similarity: 0.5039, Random contrast: 0.4336
Normal loss: 0.1990, Plan similarity: 0.5352, Random contrast: 0.3887
Normal loss: 0.3838, Plan similarity: 0.0991, Random contrast: 0.3672
Normal loss: 0.2935, Plan similarity: 0.3242, Random contrast: 0.3887
Normal loss: 0.3890, Plan similarity: 0.6172, Random contrast: 0.2988
Normal loss: 0.4749, Plan similarity: 4.9688, Random contrast: 0.2158
Normal loss: 0.2774, Plan similarity: 0.2832, Random contrast: 0.2061
