Normal loss: 1.9329, Plan similarity: 0.1982, Random contrast: 0.6719
Normal loss: 5.0198, Plan similarity: 1.3906, Random contrast: 0.6914
Normal loss: 4.8862, Plan similarity: 1.4375, Random contrast: 0.6875
Normal loss: 4.9561, Plan similarity: 1.3438, Random contrast: 0.6914
Normal loss: 4.9444, Plan similarity: 1.6484, Random contrast: 0.6914
Normal loss: 4.8226, Plan similarity: 2.0156, Random contrast: 0.6914
Normal loss: 4.9100, Plan similarity: 2.2188, Random contrast: 0.6875
Normal loss: 4.5511, Plan similarity: 2.2812, Random contrast: 0.6914
Normal loss: 4.6510, Plan similarity: 2.4062, Random contrast: 0.6914
Normal loss: 4.8287, Plan similarity: 2.2812, Random contrast: 0.6914
Normal loss: 5.1380, Plan similarity: 2.3438, Random contrast: 0.6914
Normal loss: 4.7863, Plan similarity: 2.4375, Random contrast: 0.6914
Normal loss: 4.9650, Plan similarity: 2.3125, Random contrast: 0.6875
Normal loss: 4.7067, Plan similarity: 2.4375, Random contrast: 0.6875
Normal loss: 4.6897, Plan similarity: 2.3750, Random contrast: 0.6914
Normal loss: 4.6871, Plan similarity: 2.2812, Random contrast: 0.6875
Normal loss: 5.0001, Plan similarity: 2.0781, Random contrast: 0.6914
Normal loss: 4.9493, Plan similarity: 1.5078, Random contrast: 0.6875
Normal loss: 4.8759, Plan similarity: 1.5156, Random contrast: 0.6875
Normal loss: 4.9645, Plan similarity: 1.2891, Random contrast: 0.6875
Normal loss: 5.1810, Plan similarity: 1.3281, Random contrast: 0.6875
Normal loss: 5.0696, Plan similarity: 1.6719, Random contrast: 0.6562
Normal loss: 5.1569, Plan similarity: 2.0156, Random contrast: 0.6836
Normal loss: 4.7739, Plan similarity: 2.4375, Random contrast: 0.6562
Normal loss: 4.8115, Plan similarity: 2.9062, Random contrast: 0.6875
Normal loss: 4.9028, Plan similarity: 3.1562, Random contrast: 0.6875
Normal loss: 4.7784, Plan similarity: 3.4531, Random contrast: 0.6836
Normal loss: 4.7798, Plan similarity: 3.5156, Random contrast: 0.6875
Normal loss: 4.7795, Plan similarity: 3.3750, Random contrast: 0.6875
Normal loss: 4.6222, Plan similarity: 3.3281, Random contrast: 0.6914
Normal loss: 4.6342, Plan similarity: 2.9375, Random contrast: 0.6914
Normal loss: 4.8315, Plan similarity: 3.2188, Random contrast: 0.6914
Normal loss: 4.7573, Plan similarity: 3.2812, Random contrast: 0.6914
Normal loss: 4.7377, Plan similarity: 3.2500, Random contrast: 0.6914
Normal loss: 4.7776, Plan similarity: 3.0625, Random contrast: 0.6914
Normal loss: 4.7041, Plan similarity: 3.0312, Random contrast: 0.6914
Normal loss: 4.7322, Plan similarity: 2.7812, Random contrast: 0.6797
Normal loss: 4.7573, Plan similarity: 2.5000, Random contrast: 0.6914
Normal loss: 4.7388, Plan similarity: 2.5312, Random contrast: 0.6914
Normal loss: 4.8666, Plan similarity: 2.5469, Random contrast: 0.6875
Normal loss: 4.8659, Plan similarity: 2.4219, Random contrast: 0.6914
Normal loss: 4.8903, Plan similarity: 2.3438, Random contrast: 0.6875
Normal loss: 4.8797, Plan similarity: 2.1875, Random contrast: 0.6914
Normal loss: 4.8335, Plan similarity: 2.7031, Random contrast: 0.6875
Normal loss: 5.0049, Plan similarity: 2.3438, Random contrast: 0.6875
Normal loss: 4.9005, Plan similarity: 2.6875, Random contrast: 0.6875
Normal loss: 4.7438, Plan similarity: 2.6250, Random contrast: 0.6875
Normal loss: 4.8063, Plan similarity: 2.4688, Random contrast: 0.6875
Normal loss: 4.7552, Plan similarity: 2.3281, Random contrast: 0.6875
Normal loss: 4.8109, Plan similarity: 2.4062, Random contrast: 0.6875
Normal loss: 4.5421, Plan similarity: 2.5469, Random contrast: 0.6875
Normal loss: 4.8365, Plan similarity: 2.3438, Random contrast: 0.6875
Normal loss: 4.8913, Plan similarity: 2.5625, Random contrast: 0.6875
Normal loss: 4.7698, Plan similarity: 2.4219, Random contrast: 0.6836
Normal loss: 5.0556, Plan similarity: 2.6250, Random contrast: 0.6797
Normal loss: 4.7887, Plan similarity: 2.5625, Random contrast: 0.6875
Normal loss: 4.7455, Plan similarity: 2.2188, Random contrast: 0.6836
Normal loss: 4.6783, Plan similarity: 2.1562, Random contrast: 0.6914
Normal loss: 4.8307, Plan similarity: 2.1250, Random contrast: 0.6875
Normal loss: 4.7323, Plan similarity: 2.2031, Random contrast: 0.6875
Normal loss: 4.5811, Plan similarity: 2.0469, Random contrast: 0.6875
Normal loss: 4.8388, Plan similarity: 2.0000, Random contrast: 0.6875
Normal loss: 4.6883, Plan similarity: 2.1250, Random contrast: 0.6875
Normal loss: 4.8558, Plan similarity: 1.9688, Random contrast: 0.6836
Normal loss: 4.7153, Plan similarity: 2.0625, Random contrast: 0.6914
Normal loss: 4.7335, Plan similarity: 1.9922, Random contrast: 0.6875
Normal loss: 4.7493, Plan similarity: 2.0000, Random contrast: 0.6875
Normal loss: 4.7941, Plan similarity: 2.0625, Random contrast: 0.6875
Normal loss: 4.8044, Plan similarity: 2.2188, Random contrast: 0.6875
Normal loss: 4.7846, Plan similarity: 2.1562, Random contrast: 0.6914
Normal loss: 4.9394, Plan similarity: 2.0781, Random contrast: 0.6914
Normal loss: 4.6454, Plan similarity: 2.1719, Random contrast: 0.6914
Normal loss: 4.9904, Plan similarity: 2.1250, Random contrast: 0.6914
Normal loss: 4.5606, Plan similarity: 2.0625, Random contrast: 0.6914
Normal loss: 4.7673, Plan similarity: 2.0625, Random contrast: 0.6914
Normal loss: 4.8163, Plan similarity: 2.0312, Random contrast: 0.6914
Normal loss: 4.7333, Plan similarity: 2.0156, Random contrast: 0.6914
Normal loss: 4.7396, Plan similarity: 2.0156, Random contrast: 0.6914
Normal loss: 4.6320, Plan similarity: 2.0625, Random contrast: 0.6914
Normal loss: 4.9141, Plan similarity: 2.0469, Random contrast: 0.6875
Normal loss: 4.6579, Plan similarity: 2.0625, Random contrast: 0.6875
Normal loss: 4.6478, Plan similarity: 2.1719, Random contrast: 0.6875
Normal loss: 4.5198, Plan similarity: 1.9844, Random contrast: 0.6914
Normal loss: 4.8633, Plan similarity: 2.0625, Random contrast: 0.6875
Normal loss: 4.5250, Plan similarity: 2.0781, Random contrast: 0.6914
Normal loss: 4.6891, Plan similarity: 2.1562, Random contrast: 0.6914
Normal loss: 4.5956, Plan similarity: 2.0000, Random contrast: 0.6875
Normal loss: 4.8819, Plan similarity: 2.1094, Random contrast: 0.6914
Normal loss: 4.6019, Plan similarity: 2.1250, Random contrast: 0.6914
Normal loss: 4.7002, Plan similarity: 2.0312, Random contrast: 0.6914
Normal loss: 4.7712, Plan similarity: 2.0938, Random contrast: 0.6914
Normal loss: 4.8558, Plan similarity: 2.0312, Random contrast: 0.6914
Normal loss: 4.6886, Plan similarity: 2.0469, Random contrast: 0.6875
Normal loss: 4.5382, Plan similarity: 2.0000, Random contrast: 0.6914
Normal loss: 4.6236, Plan similarity: 2.0469, Random contrast: 0.6914
Normal loss: 4.4523, Plan similarity: 2.0000, Random contrast: 0.6875
Normal loss: 4.6978, Plan similarity: 2.0312, Random contrast: 0.6875
Normal loss: 4.6557, Plan similarity: 2.0938, Random contrast: 0.6875
Normal loss: 4.8097, Plan similarity: 2.0938, Random contrast: 0.6914
Normal loss: 4.6141, Plan similarity: 2.1250, Random contrast: 0.6875
Normal loss: 4.7270, Plan similarity: 2.0938, Random contrast: 0.6914
Normal loss: 5.0039, Plan similarity: 2.0469, Random contrast: 0.6914
Normal loss: 4.7947, Plan similarity: 2.0625, Random contrast: 0.6875
Normal loss: 4.7193, Plan similarity: 1.9531, Random contrast: 0.6914
Normal loss: 4.7199, Plan similarity: 2.0000, Random contrast: 0.6914
Normal loss: 4.6717, Plan similarity: 2.0156, Random contrast: 0.6875
Normal loss: 4.7834, Plan similarity: 2.0938, Random contrast: 0.6914
Normal loss: 4.7620, Plan similarity: 2.0469, Random contrast: 0.6875
Normal loss: 4.8918, Plan similarity: 2.0625, Random contrast: 0.6914
Normal loss: 4.5649, Plan similarity: 2.0312, Random contrast: 0.6875
Normal loss: 4.6910, Plan similarity: 2.0469, Random contrast: 0.6914
Normal loss: 4.6648, Plan similarity: 2.0312, Random contrast: 0.6914
Normal loss: 4.7117, Plan similarity: 2.0938, Random contrast: 0.6914
Normal loss: 4.5187, Plan similarity: 1.9219, Random contrast: 0.6914
Normal loss: 4.5604, Plan similarity: 2.0000, Random contrast: 0.6914
Normal loss: 4.6573, Plan similarity: 1.9766, Random contrast: 0.6875
Normal loss: 4.5499, Plan similarity: 1.9141, Random contrast: 0.6875
Normal loss: 4.8131, Plan similarity: 2.0312, Random contrast: 0.6914
Normal loss: 4.8784, Plan similarity: 2.0312, Random contrast: 0.6914
Normal loss: 4.7302, Plan similarity: 1.9453, Random contrast: 0.6914
Normal loss: 4.7916, Plan similarity: 1.9844, Random contrast: 0.6914
Normal loss: 4.9353, Plan similarity: 1.8125, Random contrast: 0.6914
Normal loss: 4.6455, Plan similarity: 1.7344, Random contrast: 0.6875
Normal loss: 4.7766, Plan similarity: 1.9531, Random contrast: 0.6914
Normal loss: 4.6089, Plan similarity: 1.9531, Random contrast: 0.6914
Normal loss: 4.7860, Plan similarity: 2.0000, Random contrast: 0.6914
Normal loss: 4.6479, Plan similarity: 2.0312, Random contrast: 0.6914
Normal loss: 4.5266, Plan similarity: 1.9375, Random contrast: 0.6914
Normal loss: 4.6432, Plan similarity: 1.8750, Random contrast: 0.6914
Normal loss: 4.6941, Plan similarity: 1.8438, Random contrast: 0.6875
Normal loss: 4.8555, Plan similarity: 1.9219, Random contrast: 0.6914
Normal loss: 4.5098, Plan similarity: 1.9062, Random contrast: 0.6875
Normal loss: 4.7113, Plan similarity: 1.8516, Random contrast: 0.6914
Normal loss: 4.6992, Plan similarity: 1.8906, Random contrast: 0.6875
Normal loss: 4.7833, Plan similarity: 1.8281, Random contrast: 0.6875
Normal loss: 4.5229, Plan similarity: 2.0000, Random contrast: 0.6914
Normal loss: 4.7373, Plan similarity: 1.8828, Random contrast: 0.6875
Normal loss: 4.8242, Plan similarity: 1.8984, Random contrast: 0.6875
Normal loss: 4.9284, Plan similarity: 1.8906, Random contrast: 0.6875
Normal loss: 4.7480, Plan similarity: 1.7344, Random contrast: 0.6914
Normal loss: 4.7122, Plan similarity: 1.7031, Random contrast: 0.6914
Normal loss: 4.7238, Plan similarity: 1.8203, Random contrast: 0.6875
Normal loss: 4.5156, Plan similarity: 1.7656, Random contrast: 0.6875
Normal loss: 4.7799, Plan similarity: 1.9219, Random contrast: 0.6875
Normal loss: 4.6920, Plan similarity: 1.8203, Random contrast: 0.6875
Normal loss: 4.8512, Plan similarity: 1.8281, Random contrast: 0.6914
Normal loss: 4.9078, Plan similarity: 1.8438, Random contrast: 0.6914
Normal loss: 4.7006, Plan similarity: 1.7969, Random contrast: 0.6914
Normal loss: 4.5895, Plan similarity: 1.7578, Random contrast: 0.6914
Normal loss: 4.5754, Plan similarity: 1.7812, Random contrast: 0.6914
Normal loss: 4.6093, Plan similarity: 1.8438, Random contrast: 0.6914
Normal loss: 4.5785, Plan similarity: 1.8750, Random contrast: 0.6914
Normal loss: 4.8857, Plan similarity: 1.8750, Random contrast: 0.6875
Normal loss: 4.8109, Plan similarity: 1.8594, Random contrast: 0.6875
Normal loss: 4.9768, Plan similarity: 1.8125, Random contrast: 0.6914
Normal loss: 4.5438, Plan similarity: 1.7422, Random contrast: 0.6875
Normal loss: 4.5095, Plan similarity: 1.7969, Random contrast: 0.6914
Normal loss: 4.7162, Plan similarity: 1.8125, Random contrast: 0.6875
Normal loss: 4.8631, Plan similarity: 1.8594, Random contrast: 0.6914
Normal loss: 4.7741, Plan similarity: 1.7344, Random contrast: 0.6875
Normal loss: 4.7714, Plan similarity: 1.8047, Random contrast: 0.6875
Normal loss: 4.7719, Plan similarity: 1.7266, Random contrast: 0.6914
Normal loss: 4.5894, Plan similarity: 1.8750, Random contrast: 0.6914
Normal loss: 4.8229, Plan similarity: 1.8594, Random contrast: 0.6914
Normal loss: 4.9665, Plan similarity: 1.6875, Random contrast: 0.6875
Normal loss: 4.8672, Plan similarity: 1.7344, Random contrast: 0.6914
Normal loss: 4.8747, Plan similarity: 1.7812, Random contrast: 0.6875
Normal loss: 4.8677, Plan similarity: 1.7266, Random contrast: 0.6914
Normal loss: 4.6656, Plan similarity: 1.7656, Random contrast: 0.6914
Normal loss: 4.4856, Plan similarity: 1.7969, Random contrast: 0.6875
Normal loss: 4.6777, Plan similarity: 1.9219, Random contrast: 0.6875
Normal loss: 4.4810, Plan similarity: 1.8438, Random contrast: 0.6875
Normal loss: 4.6309, Plan similarity: 1.7266, Random contrast: 0.6914
Normal loss: 4.8493, Plan similarity: 1.7188, Random contrast: 0.6875
Normal loss: 4.9152, Plan similarity: 1.8125, Random contrast: 0.6914
Normal loss: 4.7521, Plan similarity: 1.7578, Random contrast: 0.6875
Normal loss: 4.7321, Plan similarity: 1.8047, Random contrast: 0.6914
Normal loss: 4.7058, Plan similarity: 1.6328, Random contrast: 0.6914
Normal loss: 4.9908, Plan similarity: 1.7734, Random contrast: 0.6914
Normal loss: 4.4711, Plan similarity: 1.8750, Random contrast: 0.6875
Normal loss: 4.7848, Plan similarity: 1.7500, Random contrast: 0.6914
Normal loss: 4.4988, Plan similarity: 1.6719, Random contrast: 0.6914
Normal loss: 4.6140, Plan similarity: 1.7031, Random contrast: 0.6875
Normal loss: 4.8178, Plan similarity: 1.7266, Random contrast: 0.6875
Normal loss: 4.6268, Plan similarity: 1.7109, Random contrast: 0.6914
Normal loss: 4.7478, Plan similarity: 1.8750, Random contrast: 0.6914
Normal loss: 4.7121, Plan similarity: 1.8203, Random contrast: 0.6875
Normal loss: 4.5401, Plan similarity: 1.8125, Random contrast: 0.6875
Normal loss: 4.4793, Plan similarity: 1.8125, Random contrast: 0.6875
Normal loss: 4.5503, Plan similarity: 1.7344, Random contrast: 0.6914
Normal loss: 4.7044, Plan similarity: 1.7500, Random contrast: 0.6914
Normal loss: 4.7285, Plan similarity: 1.7344, Random contrast: 0.6914
Normal loss: 4.6290, Plan similarity: 1.6875, Random contrast: 0.6914
Normal loss: 4.7703, Plan similarity: 1.7344, Random contrast: 0.6875
Normal loss: 4.6392, Plan similarity: 1.6562, Random contrast: 0.6914
Normal loss: 4.4676, Plan similarity: 1.6875, Random contrast: 0.6875
Normal loss: 4.4997, Plan similarity: 1.7500, Random contrast: 0.6875
Normal loss: 4.7425, Plan similarity: 1.8906, Random contrast: 0.6875
Normal loss: 4.6112, Plan similarity: 1.8125, Random contrast: 0.6914
Normal loss: 4.8129, Plan similarity: 1.6719, Random contrast: 0.6875
Normal loss: 4.7839, Plan similarity: 1.6719, Random contrast: 0.6875
Normal loss: 4.7412, Plan similarity: 1.6172, Random contrast: 0.6875
Normal loss: 4.7671, Plan similarity: 1.8125, Random contrast: 0.6914
Normal loss: 4.6496, Plan similarity: 1.8125, Random contrast: 0.6914
Normal loss: 4.5853, Plan similarity: 1.7969, Random contrast: 0.6914
Normal loss: 4.2977, Plan similarity: 1.8047, Random contrast: 0.6875
Normal loss: 4.5618, Plan similarity: 1.7344, Random contrast: 0.6875
Normal loss: 4.6389, Plan similarity: 1.7031, Random contrast: 0.6914
Normal loss: 4.8325, Plan similarity: 1.7891, Random contrast: 0.6875
Normal loss: 4.8380, Plan similarity: 1.7266, Random contrast: 0.6914
Normal loss: 4.8024, Plan similarity: 1.7188, Random contrast: 0.6914
Normal loss: 4.6158, Plan similarity: 1.7656, Random contrast: 0.6875
Normal loss: 4.8771, Plan similarity: 1.7188, Random contrast: 0.6875
Normal loss: 4.4802, Plan similarity: 1.7500, Random contrast: 0.6875
Normal loss: 4.6054, Plan similarity: 1.7969, Random contrast: 0.6914
Normal loss: 4.7093, Plan similarity: 1.6719, Random contrast: 0.6914
Normal loss: 4.5688, Plan similarity: 1.7578, Random contrast: 0.6914
Normal loss: 4.7138, Plan similarity: 1.6719, Random contrast: 0.6914
Normal loss: 4.4998, Plan similarity: 1.7578, Random contrast: 0.6875
Normal loss: 4.6357, Plan similarity: 1.7734, Random contrast: 0.6914
Normal loss: 4.6370, Plan similarity: 1.7891, Random contrast: 0.6914
Normal loss: 4.7794, Plan similarity: 1.7969, Random contrast: 0.6914
Normal loss: 4.7664, Plan similarity: 1.7891, Random contrast: 0.6875
Normal loss: 4.6707, Plan similarity: 1.7500, Random contrast: 0.6914
Normal loss: 4.5906, Plan similarity: 1.7031, Random contrast: 0.6875
Normal loss: 4.7944, Plan similarity: 1.6250, Random contrast: 0.6914
Normal loss: 4.7677, Plan similarity: 1.5859, Random contrast: 0.6914
Normal loss: 4.7773, Plan similarity: 1.6016, Random contrast: 0.6914
Normal loss: 4.4204, Plan similarity: 1.6719, Random contrast: 0.6875
Normal loss: 4.5390, Plan similarity: 1.7500, Random contrast: 0.6914
Normal loss: 4.7174, Plan similarity: 1.7500, Random contrast: 0.6914
Normal loss: 4.4245, Plan similarity: 1.7969, Random contrast: 0.6875
Normal loss: 4.5507, Plan similarity: 1.7344, Random contrast: 0.6875
Normal loss: 4.7125, Plan similarity: 1.6250, Random contrast: 0.6914
Normal loss: 4.7908, Plan similarity: 1.7031, Random contrast: 0.6914
Normal loss: 4.8393, Plan similarity: 1.6250, Random contrast: 0.6914
Normal loss: 4.6582, Plan similarity: 1.6875, Random contrast: 0.6875
Normal loss: 5.1601, Plan similarity: 1.7109, Random contrast: 0.6875
Normal loss: 4.6784, Plan similarity: 1.7969, Random contrast: 0.6914
Normal loss: 4.6026, Plan similarity: 1.7969, Random contrast: 0.6875
Normal loss: 4.6146, Plan similarity: 1.8281, Random contrast: 0.6914
Normal loss: 4.6025, Plan similarity: 1.8594, Random contrast: 0.6914
Normal loss: 4.5961, Plan similarity: 1.6562, Random contrast: 0.6914
Normal loss: 4.5348, Plan similarity: 1.6719, Random contrast: 0.6914
Normal loss: 4.5538, Plan similarity: 1.5938, Random contrast: 0.6914
Normal loss: 4.6706, Plan similarity: 1.7656, Random contrast: 0.6875
Normal loss: 4.4697, Plan similarity: 1.7344, Random contrast: 0.6875
Normal loss: 4.7104, Plan similarity: 1.7500, Random contrast: 0.6875
Normal loss: 4.6474, Plan similarity: 1.6953, Random contrast: 0.6914
Normal loss: 4.4778, Plan similarity: 1.6406, Random contrast: 0.6875
Normal loss: 4.6501, Plan similarity: 1.6250, Random contrast: 0.6914
Normal loss: 4.4930, Plan similarity: 1.6172, Random contrast: 0.6914
Normal loss: 4.5119, Plan similarity: 1.7500, Random contrast: 0.6914
Normal loss: 4.5362, Plan similarity: 1.6875, Random contrast: 0.6914
Normal loss: 4.8644, Plan similarity: 1.7031, Random contrast: 0.6914
Normal loss: 4.6218, Plan similarity: 1.8125, Random contrast: 0.6875
Normal loss: 4.5669, Plan similarity: 1.7656, Random contrast: 0.6914
Normal loss: 4.6255, Plan similarity: 1.7891, Random contrast: 0.6875
Normal loss: 4.4226, Plan similarity: 1.8125, Random contrast: 0.6914
Normal loss: 4.5806, Plan similarity: 1.7656, Random contrast: 0.6914
Normal loss: 4.5454, Plan similarity: 1.6641, Random contrast: 0.6914
Normal loss: 4.6840, Plan similarity: 1.6562, Random contrast: 0.6914
Normal loss: 4.5083, Plan similarity: 1.7031, Random contrast: 0.6875
Normal loss: 4.7728, Plan similarity: 1.7891, Random contrast: 0.6914
Normal loss: 4.5727, Plan similarity: 1.8047, Random contrast: 0.6914
Normal loss: 4.6965, Plan similarity: 1.8359, Random contrast: 0.6914
Normal loss: 4.6721, Plan similarity: 1.6875, Random contrast: 0.6875
Normal loss: 4.4870, Plan similarity: 1.5469, Random contrast: 0.6914
Normal loss: 4.7043, Plan similarity: 1.5000, Random contrast: 0.6914
Normal loss: 4.5882, Plan similarity: 1.4922, Random contrast: 0.6914
Normal loss: 4.4840, Plan similarity: 1.5156, Random contrast: 0.6875
Normal loss: 4.8063, Plan similarity: 1.6094, Random contrast: 0.6914
Normal loss: 4.5024, Plan similarity: 1.5312, Random contrast: 0.6914
Normal loss: 4.6888, Plan similarity: 1.7656, Random contrast: 0.6875
Normal loss: 4.7258, Plan similarity: 1.9531, Random contrast: 0.6875
Normal loss: 4.6820, Plan similarity: 1.9297, Random contrast: 0.6914
Normal loss: 4.5667, Plan similarity: 1.8516, Random contrast: 0.6914
Normal loss: 4.5213, Plan similarity: 1.6250, Random contrast: 0.6914
Normal loss: 4.6165, Plan similarity: 1.5625, Random contrast: 0.6914
Normal loss: 4.7171, Plan similarity: 1.5859, Random contrast: 0.6914
Normal loss: 4.4331, Plan similarity: 1.5469, Random contrast: 0.6914
Normal loss: 4.5898, Plan similarity: 1.6562, Random contrast: 0.6914
Normal loss: 4.6361, Plan similarity: 1.7969, Random contrast: 0.6875
Normal loss: 4.6978, Plan similarity: 1.8125, Random contrast: 0.6875
Normal loss: 4.7924, Plan similarity: 1.8594, Random contrast: 0.6914
Normal loss: 4.6597, Plan similarity: 1.8906, Random contrast: 0.6914
Normal loss: 4.7323, Plan similarity: 1.8594, Random contrast: 0.6914
Normal loss: 4.6256, Plan similarity: 1.7031, Random contrast: 0.6914
Normal loss: 4.8247, Plan similarity: 1.6406, Random contrast: 0.6914
Normal loss: 4.7423, Plan similarity: 1.6250, Random contrast: 0.6914
Normal loss: 4.6181, Plan similarity: 1.5000, Random contrast: 0.6914
Normal loss: 4.6628, Plan similarity: 1.7969, Random contrast: 0.6914
Normal loss: 4.6426, Plan similarity: 1.8125, Random contrast: 0.6914
Normal loss: 4.7111, Plan similarity: 1.8203, Random contrast: 0.6875
Normal loss: 4.4089, Plan similarity: 1.8672, Random contrast: 0.6875
Normal loss: 4.7898, Plan similarity: 1.8125, Random contrast: 0.6914
Normal loss: 4.5006, Plan similarity: 1.6875, Random contrast: 0.6914
Normal loss: 4.7819, Plan similarity: 1.7109, Random contrast: 0.6914
Normal loss: 4.7502, Plan similarity: 1.6406, Random contrast: 0.6914
Normal loss: 4.6795, Plan similarity: 1.6406, Random contrast: 0.6875
Normal loss: 4.4434, Plan similarity: 1.6406, Random contrast: 0.6914
Normal loss: 4.6972, Plan similarity: 1.7031, Random contrast: 0.6914
Normal loss: 4.6470, Plan similarity: 1.6562, Random contrast: 0.6914
Normal loss: 4.8665, Plan similarity: 1.6562, Random contrast: 0.6914
Normal loss: 4.5855, Plan similarity: 1.6172, Random contrast: 0.6914
Normal loss: 4.7416, Plan similarity: 1.5781, Random contrast: 0.6875
Normal loss: 4.4698, Plan similarity: 1.7188, Random contrast: 0.6914
Normal loss: 4.7091, Plan similarity: 1.7188, Random contrast: 0.6875
Normal loss: 4.4117, Plan similarity: 1.7266, Random contrast: 0.6875
Normal loss: 4.4692, Plan similarity: 1.7969, Random contrast: 0.6914
Normal loss: 4.7472, Plan similarity: 1.8125, Random contrast: 0.6875
Normal loss: 4.6133, Plan similarity: 1.7656, Random contrast: 0.6914
Normal loss: 4.5655, Plan similarity: 1.8359, Random contrast: 0.6914
Normal loss: 4.5802, Plan similarity: 1.6875, Random contrast: 0.6914
Normal loss: 4.5057, Plan similarity: 1.5781, Random contrast: 0.6875
Normal loss: 4.7472, Plan similarity: 1.6250, Random contrast: 0.6914
Normal loss: 4.7554, Plan similarity: 1.6562, Random contrast: 0.6914
Normal loss: 4.7313, Plan similarity: 1.7344, Random contrast: 0.6914
Normal loss: 4.6137, Plan similarity: 1.7656, Random contrast: 0.6914
Normal loss: 4.5375, Plan similarity: 1.8203, Random contrast: 0.6875
Normal loss: 4.7396, Plan similarity: 1.8281, Random contrast: 0.6914
Normal loss: 4.6895, Plan similarity: 1.7656, Random contrast: 0.6875
Normal loss: 4.5909, Plan similarity: 1.7266, Random contrast: 0.6914
Normal loss: 4.7240, Plan similarity: 1.7500, Random contrast: 0.6914
Normal loss: 4.6298, Plan similarity: 1.7344, Random contrast: 0.6914
Normal loss: 4.5508, Plan similarity: 1.6875, Random contrast: 0.6914
Normal loss: 4.7815, Plan similarity: 1.6250, Random contrast: 0.6914
Normal loss: 4.4503, Plan similarity: 1.6484, Random contrast: 0.6914
Normal loss: 4.4764, Plan similarity: 1.6406, Random contrast: 0.6914
Normal loss: 4.5240, Plan similarity: 1.6797, Random contrast: 0.6875
Normal loss: 4.8816, Plan similarity: 1.6875, Random contrast: 0.6914
Normal loss: 4.5075, Plan similarity: 1.6406, Random contrast: 0.6875
Normal loss: 4.4974, Plan similarity: 1.7500, Random contrast: 0.6875
Normal loss: 4.6760, Plan similarity: 1.7422, Random contrast: 0.6875
Normal loss: 4.4046, Plan similarity: 1.7344, Random contrast: 0.6875
Normal loss: 4.4877, Plan similarity: 1.6094, Random contrast: 0.6875
Normal loss: 4.5674, Plan similarity: 1.7422, Random contrast: 0.6914
Normal loss: 4.5949, Plan similarity: 1.7031, Random contrast: 0.6875
Normal loss: 4.6580, Plan similarity: 1.7578, Random contrast: 0.6914
Normal loss: 4.4590, Plan similarity: 1.7188, Random contrast: 0.6914
Normal loss: 4.4607, Plan similarity: 1.6953, Random contrast: 0.6797
Normal loss: 4.7263, Plan similarity: 1.7109, Random contrast: 0.6875
Normal loss: 4.4568, Plan similarity: 1.6406, Random contrast: 0.6914
Normal loss: 4.6314, Plan similarity: 1.6250, Random contrast: 0.6875
Normal loss: 4.5108, Plan similarity: 1.6562, Random contrast: 0.6914
Normal loss: 4.1913, Plan similarity: 1.6719, Random contrast: 0.6914
Normal loss: 4.2800, Plan similarity: 1.6250, Random contrast: 0.6914
Normal loss: 4.6310, Plan similarity: 1.6719, Random contrast: 0.6875
Normal loss: 4.4467, Plan similarity: 1.7109, Random contrast: 0.6875
Normal loss: 4.5051, Plan similarity: 1.6328, Random contrast: 0.6914
Normal loss: 4.6798, Plan similarity: 1.7031, Random contrast: 0.6914
Normal loss: 4.5787, Plan similarity: 1.6484, Random contrast: 0.6914
Normal loss: 4.6808, Plan similarity: 1.6641, Random contrast: 0.6914
Normal loss: 4.6518, Plan similarity: 1.8750, Random contrast: 0.6914
Normal loss: 4.6630, Plan similarity: 1.7344, Random contrast: 0.6875
Normal loss: 4.4658, Plan similarity: 1.8125, Random contrast: 0.6914
Normal loss: 4.5184, Plan similarity: 1.7422, Random contrast: 0.6875
Normal loss: 4.4462, Plan similarity: 1.6719, Random contrast: 0.6914
Normal loss: 4.5024, Plan similarity: 1.7188, Random contrast: 0.6875
Normal loss: 4.5353, Plan similarity: 1.6094, Random contrast: 0.6914
Normal loss: 4.5201, Plan similarity: 1.5938, Random contrast: 0.6914
Normal loss: 4.8035, Plan similarity: 1.6406, Random contrast: 0.6914
Normal loss: 4.5144, Plan similarity: 1.7500, Random contrast: 0.6914
Normal loss: 4.4492, Plan similarity: 1.6719, Random contrast: 0.6875
Normal loss: 4.7459, Plan similarity: 1.6016, Random contrast: 0.6875
Normal loss: 4.5184, Plan similarity: 1.5625, Random contrast: 0.6914
Normal loss: 4.6910, Plan similarity: 1.6250, Random contrast: 0.6914
Normal loss: 4.5388, Plan similarity: 1.6953, Random contrast: 0.6914
Normal loss: 4.3487, Plan similarity: 1.6719, Random contrast: 0.6875
Normal loss: 4.4734, Plan similarity: 1.7891, Random contrast: 0.6914
Normal loss: 4.4742, Plan similarity: 1.7500, Random contrast: 0.6875
Normal loss: 4.5438, Plan similarity: 1.7344, Random contrast: 0.6914
Normal loss: 4.3603, Plan similarity: 1.8047, Random contrast: 0.6875
Normal loss: 4.7689, Plan similarity: 1.5781, Random contrast: 0.6914
Normal loss: 4.5998, Plan similarity: 1.5938, Random contrast: 0.6875
Normal loss: 4.7793, Plan similarity: 1.5625, Random contrast: 0.6875
Normal loss: 4.5446, Plan similarity: 1.5547, Random contrast: 0.6875
Normal loss: 4.4695, Plan similarity: 1.6875, Random contrast: 0.6875
