Normal loss: 1.9329, Plan similarity: 0.1982, Random contrast: 0.6719
Normal loss: 0.2592, Plan similarity: 3.7812, Random contrast: 0.6875
Normal loss: 0.2970, Plan similarity: 0.0464, Random contrast: 0.6875
Normal loss: 0.2494, Plan similarity: 0.0513, Random contrast: 0.6914
Normal loss: 0.2308, Plan similarity: 0.0364, Random contrast: 0.6914
Normal loss: 0.2080, Plan similarity: 2.2188, Random contrast: 0.6914
Normal loss: 0.2738, Plan similarity: 2.4375, Random contrast: 0.6875
Normal loss: 0.2855, Plan similarity: 2.5156, Random contrast: 0.6914
Normal loss: 0.2089, Plan similarity: 2.2500, Random contrast: 0.6875
Normal loss: 0.1765, Plan similarity: 0.0366, Random contrast: 0.6914
Normal loss: 0.2363, Plan similarity: 0.0352, Random contrast: 0.6875
Normal loss: 0.3560, Plan similarity: 0.0505, Random contrast: 0.6836
Normal loss: 0.1771, Plan similarity: 2.3594, Random contrast: 0.6914
Normal loss: 0.3283, Plan similarity: 2.1094, Random contrast: 0.6875
Normal loss: 0.3316, Plan similarity: 2.7188, Random contrast: 0.6875
Normal loss: 0.2647, Plan similarity: 5.5000, Random contrast: 0.6914
Normal loss: 0.2608, Plan similarity: 3.6875, Random contrast: 0.6914
Normal loss: 0.2945, Plan similarity: 0.0566, Random contrast: 0.6914
Normal loss: 0.2663, Plan similarity: 0.2021, Random contrast: 0.6914
Normal loss: 0.1474, Plan similarity: 0.0664, Random contrast: 0.6914
Normal loss: 0.1989, Plan similarity: 0.0583, Random contrast: 0.6914
Normal loss: 0.2608, Plan similarity: 0.0728, Random contrast: 0.6914
Normal loss: 0.2351, Plan similarity: 0.6328, Random contrast: 0.6914
Normal loss: 0.2766, Plan similarity: 0.1289, Random contrast: 0.6875
Normal loss: 0.2096, Plan similarity: 0.1069, Random contrast: 0.6875
Normal loss: 0.2754, Plan similarity: 3.0938, Random contrast: 0.6914
Normal loss: 0.3035, Plan similarity: 0.1660, Random contrast: 0.6875
Normal loss: 0.2925, Plan similarity: 0.1582, Random contrast: 0.6875
Normal loss: 0.3900, Plan similarity: 2.7031, Random contrast: 0.6875
Normal loss: 0.2803, Plan similarity: 0.0664, Random contrast: 0.6797
Normal loss: 0.3081, Plan similarity: 2.6250, Random contrast: 0.6836
Normal loss: 0.3040, Plan similarity: 3.2188, Random contrast: 0.6875
Normal loss: 0.3194, Plan similarity: 0.0737, Random contrast: 0.6875
Normal loss: 0.4468, Plan similarity: 2.9688, Random contrast: 0.6875
Normal loss: 0.2739, Plan similarity: 0.0547, Random contrast: 0.6875
Normal loss: 0.4210, Plan similarity: 0.0879, Random contrast: 0.6836
Normal loss: 0.3861, Plan similarity: 3.1719, Random contrast: 0.6797
Normal loss: 0.4969, Plan similarity: 0.0845, Random contrast: 0.6875
Normal loss: 0.3281, Plan similarity: 3.1094, Random contrast: 0.6875
Normal loss: 0.3444, Plan similarity: 0.1064, Random contrast: 0.6875
Normal loss: 0.2792, Plan similarity: 0.0522, Random contrast: 0.6797
Normal loss: 0.2879, Plan similarity: 1.5625, Random contrast: 0.6875
Normal loss: 0.4714, Plan similarity: 2.9062, Random contrast: 0.6875
Normal loss: 0.2795, Plan similarity: 2.7812, Random contrast: 0.6797
Normal loss: 0.3885, Plan similarity: 2.4844, Random contrast: 0.6758
Normal loss: 0.2091, Plan similarity: 3.1875, Random contrast: 0.6523
Normal loss: 0.2954, Plan similarity: 0.1064, Random contrast: 0.6758
Normal loss: 0.2497, Plan similarity: 0.0889, Random contrast: 0.6641
Normal loss: 0.3255, Plan similarity: 0.4609, Random contrast: 0.6562
Normal loss: 0.2047, Plan similarity: 0.2070, Random contrast: 0.6719
Normal loss: 0.2074, Plan similarity: 0.2100, Random contrast: 0.6758
Normal loss: 0.3096, Plan similarity: 0.4570, Random contrast: 0.6445
Normal loss: 0.2443, Plan similarity: 0.0601, Random contrast: 0.6797
Normal loss: 0.1785, Plan similarity: 0.0659, Random contrast: 0.6836
Normal loss: 0.2290, Plan similarity: 0.0781, Random contrast: 0.6875
Normal loss: 0.2655, Plan similarity: 3.8750, Random contrast: 0.6406
Normal loss: 0.3966, Plan similarity: 6.0625, Random contrast: 0.6797
Normal loss: 0.2702, Plan similarity: 0.0981, Random contrast: 0.6875
Normal loss: 0.3277, Plan similarity: 2.4688, Random contrast: 0.6836
Normal loss: 0.2677, Plan similarity: 0.1025, Random contrast: 0.6875
Normal loss: 0.2553, Plan similarity: 4.0312, Random contrast: 0.6836
Normal loss: 0.2455, Plan similarity: 0.1025, Random contrast: 0.6875
Normal loss: 0.2641, Plan similarity: 0.8398, Random contrast: 0.6797
Normal loss: 0.1559, Plan similarity: 0.0776, Random contrast: 0.6875
Normal loss: 0.2915, Plan similarity: 0.0889, Random contrast: 0.6836
Normal loss: 0.3480, Plan similarity: 1.6250, Random contrast: 0.6797
Normal loss: 0.2086, Plan similarity: 0.0615, Random contrast: 0.6797
Normal loss: 0.2488, Plan similarity: 2.9375, Random contrast: 0.6797
Normal loss: 0.2710, Plan similarity: 0.0742, Random contrast: 0.6875
Normal loss: 0.2071, Plan similarity: 0.0972, Random contrast: 0.6836
Normal loss: 0.2221, Plan similarity: 0.0620, Random contrast: 0.6836
Normal loss: 0.4142, Plan similarity: 2.5781, Random contrast: 0.6797
Normal loss: 0.3192, Plan similarity: 2.2344, Random contrast: 0.6836
Normal loss: 0.2293, Plan similarity: 0.1963, Random contrast: 0.6797
Normal loss: 0.3433, Plan similarity: 0.1108, Random contrast: 0.6797
Normal loss: 0.3617, Plan similarity: 2.1406, Random contrast: 0.6836
Normal loss: 0.3580, Plan similarity: 2.2500, Random contrast: 0.6875
Normal loss: 0.2830, Plan similarity: 1.0156, Random contrast: 0.6875
Normal loss: 0.3158, Plan similarity: 2.5625, Random contrast: 0.6523
Normal loss: 0.2507, Plan similarity: 1.9609, Random contrast: 0.6797
Normal loss: 0.2008, Plan similarity: 0.1377, Random contrast: 0.6797
Normal loss: 0.2851, Plan similarity: 3.5938, Random contrast: 0.6875
Normal loss: 0.2985, Plan similarity: 0.1387, Random contrast: 0.6875
Normal loss: 0.2356, Plan similarity: 0.3359, Random contrast: 0.6875
Normal loss: 0.2206, Plan similarity: 0.4531, Random contrast: 0.6875
Normal loss: 0.1924, Plan similarity: 0.3711, Random contrast: 0.6797
Normal loss: 0.2964, Plan similarity: 2.6719, Random contrast: 0.6875
Normal loss: 0.3453, Plan similarity: 3.6719, Random contrast: 0.6875
Normal loss: 0.3060, Plan similarity: 2.1094, Random contrast: 0.6875
Normal loss: 0.3679, Plan similarity: 0.1328, Random contrast: 0.6875
Normal loss: 0.2573, Plan similarity: 3.4531, Random contrast: 0.6914
Normal loss: 0.2663, Plan similarity: 0.3379, Random contrast: 0.6875
Normal loss: 0.4017, Plan similarity: 0.1084, Random contrast: 0.6875
Normal loss: 0.2975, Plan similarity: 1.7656, Random contrast: 0.6875
Normal loss: 0.3624, Plan similarity: 1.0469, Random contrast: 0.6875
Normal loss: 0.2905, Plan similarity: 0.1172, Random contrast: 0.6875
Normal loss: 0.3586, Plan similarity: 2.5781, Random contrast: 0.6875
Normal loss: 0.2285, Plan similarity: 0.0986, Random contrast: 0.6875
Normal loss: 0.2548, Plan similarity: 0.0781, Random contrast: 0.6875
Normal loss: 0.3800, Plan similarity: 0.0879, Random contrast: 0.6875
Normal loss: 0.2129, Plan similarity: 0.0591, Random contrast: 0.6875
Normal loss: 0.2702, Plan similarity: 0.0566, Random contrast: 0.6875
Normal loss: 0.2289, Plan similarity: 0.0620, Random contrast: 0.6875
Normal loss: 0.1588, Plan similarity: 0.1060, Random contrast: 0.6875
Normal loss: 0.2215, Plan similarity: 0.0593, Random contrast: 0.6875
Normal loss: 0.1868, Plan similarity: 0.0522, Random contrast: 0.6875
Normal loss: 0.1997, Plan similarity: 0.1787, Random contrast: 0.6875
Normal loss: 0.2242, Plan similarity: 0.0640, Random contrast: 0.6875
Normal loss: 0.2635, Plan similarity: 0.0674, Random contrast: 0.6875
Normal loss: 0.2758, Plan similarity: 5.1250, Random contrast: 0.6875
Normal loss: 0.2295, Plan similarity: 0.0718, Random contrast: 0.6875
Normal loss: 0.1586, Plan similarity: 0.0869, Random contrast: 0.6875
Normal loss: 0.3355, Plan similarity: 0.0408, Random contrast: 0.6875
Normal loss: 0.3293, Plan similarity: 0.5391, Random contrast: 0.6875
Normal loss: 0.2612, Plan similarity: 0.0532, Random contrast: 0.6797
Normal loss: 0.2386, Plan similarity: 0.9727, Random contrast: 0.6875
Normal loss: 0.2707, Plan similarity: 0.0674, Random contrast: 0.6875
Normal loss: 0.3601, Plan similarity: 5.6250, Random contrast: 0.6836
Normal loss: 0.7957, Plan similarity: 0.3516, Random contrast: 0.6875
Normal loss: 0.7456, Plan similarity: 0.3828, Random contrast: 0.6875
Normal loss: 0.8516, Plan similarity: 3.7500, Random contrast: 0.6758
Normal loss: 0.6962, Plan similarity: 0.4766, Random contrast: 0.6250
Normal loss: 0.5867, Plan similarity: 1.8125, Random contrast: 0.6797
Normal loss: 0.6649, Plan similarity: 3.6562, Random contrast: 0.6758
Normal loss: 0.5660, Plan similarity: 2.6250, Random contrast: 0.6797
Normal loss: 0.6538, Plan similarity: 0.3066, Random contrast: 0.6641
Normal loss: 0.5284, Plan similarity: 8.2500, Random contrast: 0.6797
Normal loss: 0.4903, Plan similarity: 0.5156, Random contrast: 0.6211
Normal loss: 0.4680, Plan similarity: 3.9219, Random contrast: 0.6836
Normal loss: 0.5545, Plan similarity: 0.4844, Random contrast: 0.6836
Normal loss: 0.5139, Plan similarity: 3.2969, Random contrast: 0.6875
Normal loss: 0.4073, Plan similarity: 0.3066, Random contrast: 0.6875
Normal loss: 0.5289, Plan similarity: 0.2734, Random contrast: 0.6758
Normal loss: 0.4211, Plan similarity: 0.2402, Random contrast: 0.6875
Normal loss: 0.4953, Plan similarity: 0.2773, Random contrast: 0.6875
Normal loss: 0.4688, Plan similarity: 0.3789, Random contrast: 0.6055
Normal loss: 0.4211, Plan similarity: 6.6875, Random contrast: 0.6875
Normal loss: 0.3434, Plan similarity: 0.0320, Random contrast: 0.6875
Normal loss: 0.4040, Plan similarity: 0.1934, Random contrast: 0.6875
Normal loss: 0.4925, Plan similarity: 0.4453, Random contrast: 0.6875
Normal loss: 0.3841, Plan similarity: 0.3125, Random contrast: 0.6914
Normal loss: 0.3631, Plan similarity: 0.2734, Random contrast: 0.6875
Normal loss: 0.4444, Plan similarity: 5.1562, Random contrast: 0.6875
Normal loss: 0.4481, Plan similarity: 0.2676, Random contrast: 0.6875
Normal loss: 0.4286, Plan similarity: 0.2852, Random contrast: 0.6875
Normal loss: 0.5005, Plan similarity: 0.2598, Random contrast: 0.6875
Normal loss: 0.2997, Plan similarity: 0.2773, Random contrast: 0.6875
Normal loss: 0.4216, Plan similarity: 0.2393, Random contrast: 0.6875
Normal loss: 0.3958, Plan similarity: 0.2578, Random contrast: 0.6914
Normal loss: 0.4054, Plan similarity: 0.2695, Random contrast: 0.6875
Normal loss: 0.3673, Plan similarity: 0.3438, Random contrast: 0.6875
Normal loss: 0.3723, Plan similarity: 0.3047, Random contrast: 0.6875
Normal loss: 0.4650, Plan similarity: 0.2266, Random contrast: 0.6875
Normal loss: 0.3148, Plan similarity: 0.4219, Random contrast: 0.5391
Normal loss: 0.4550, Plan similarity: 0.2812, Random contrast: 0.6758
Normal loss: 0.3376, Plan similarity: 0.2451, Random contrast: 0.5820
Normal loss: 0.3171, Plan similarity: 0.3047, Random contrast: 0.6641
Normal loss: 0.4086, Plan similarity: 0.5312, Random contrast: 0.6758
Normal loss: 0.3100, Plan similarity: 0.6094, Random contrast: 0.5781
Normal loss: 0.3095, Plan similarity: 0.2949, Random contrast: 0.6875
Normal loss: 0.3759, Plan similarity: 0.2637, Random contrast: 0.6875
Normal loss: 0.3373, Plan similarity: 3.3281, Random contrast: 0.6875
Normal loss: 0.3365, Plan similarity: 0.2500, Random contrast: 0.6875
Normal loss: 0.2952, Plan similarity: 0.2969, Random contrast: 0.6875
Normal loss: 0.3576, Plan similarity: 3.1875, Random contrast: 0.6875
Normal loss: 0.3217, Plan similarity: 0.1377, Random contrast: 0.6875
Normal loss: 0.3398, Plan similarity: 4.0625, Random contrast: 0.6836
Normal loss: 0.2857, Plan similarity: 0.3066, Random contrast: 0.6875
Normal loss: 0.2850, Plan similarity: 3.6406, Random contrast: 0.6875
Normal loss: 0.3365, Plan similarity: 0.4414, Random contrast: 0.6875
Normal loss: 0.3965, Plan similarity: 2.8438, Random contrast: 0.6875
Normal loss: 0.3293, Plan similarity: 1.7891, Random contrast: 0.6875
Normal loss: 0.3340, Plan similarity: 1.9922, Random contrast: 0.6875
Normal loss: 0.3283, Plan similarity: 0.3398, Random contrast: 0.6875
Normal loss: 0.2611, Plan similarity: 0.2695, Random contrast: 0.6875
Normal loss: 0.3460, Plan similarity: 1.7812, Random contrast: 0.6875
Normal loss: 0.3870, Plan similarity: 3.5625, Random contrast: 0.6875
Normal loss: 0.3683, Plan similarity: 0.2812, Random contrast: 0.6875
Normal loss: 0.3028, Plan similarity: 0.3379, Random contrast: 0.6875
Normal loss: 0.3288, Plan similarity: 2.3594, Random contrast: 0.6875
Normal loss: 0.3720, Plan similarity: 0.3887, Random contrast: 0.6875
Normal loss: 0.2251, Plan similarity: 4.1875, Random contrast: 0.6680
Normal loss: 0.3128, Plan similarity: 1.6953, Random contrast: 0.6875
Normal loss: 0.3405, Plan similarity: 0.2969, Random contrast: 0.6875
Normal loss: 0.2940, Plan similarity: 0.2617, Random contrast: 0.6875
Normal loss: 0.2577, Plan similarity: 0.2480, Random contrast: 0.6875
Normal loss: 0.4054, Plan similarity: 1.0078, Random contrast: 0.6875
Normal loss: 0.2217, Plan similarity: 0.1934, Random contrast: 0.6875
Normal loss: 0.3528, Plan similarity: 0.2002, Random contrast: 0.6836
Normal loss: 0.2572, Plan similarity: 0.2969, Random contrast: 0.6875
Normal loss: 0.2802, Plan similarity: 0.3906, Random contrast: 0.6875
Normal loss: 0.3233, Plan similarity: 0.4668, Random contrast: 0.6875
Normal loss: 0.2673, Plan similarity: 1.4844, Random contrast: 0.6836
Normal loss: 0.3131, Plan similarity: 0.1226, Random contrast: 0.6875
Normal loss: 0.2280, Plan similarity: 1.6484, Random contrast: 0.6875
Normal loss: 0.2342, Plan similarity: 3.3750, Random contrast: 0.6875
Normal loss: 0.2718, Plan similarity: 0.2676, Random contrast: 0.5547
Normal loss: 0.2157, Plan similarity: 0.1357, Random contrast: 0.5859
Normal loss: 0.2774, Plan similarity: 1.6719, Random contrast: 0.6875
Normal loss: 0.2317, Plan similarity: 3.4375, Random contrast: 0.6875
Normal loss: 0.3785, Plan similarity: 0.3809, Random contrast: 0.6875
Normal loss: 0.2821, Plan similarity: 0.5195, Random contrast: 0.6875
Normal loss: 0.3155, Plan similarity: 1.9062, Random contrast: 0.6875
Normal loss: 0.3250, Plan similarity: 0.3594, Random contrast: 0.6836
Normal loss: 0.3904, Plan similarity: 0.4707, Random contrast: 0.6875
Normal loss: 0.2326, Plan similarity: 3.5469, Random contrast: 0.6875
Normal loss: 0.2610, Plan similarity: 3.4375, Random contrast: 0.6875
Normal loss: 0.3030, Plan similarity: 3.7188, Random contrast: 0.5273
Normal loss: 0.3296, Plan similarity: 0.4766, Random contrast: 0.5195
Normal loss: 0.3175, Plan similarity: 3.3594, Random contrast: 0.6562
Normal loss: 0.2948, Plan similarity: 3.4375, Random contrast: 0.6797
Normal loss: 0.3043, Plan similarity: 0.4355, Random contrast: 0.6875
Normal loss: 0.3327, Plan similarity: 0.1055, Random contrast: 0.6875
Normal loss: 0.4795, Plan similarity: 3.8438, Random contrast: 0.6836
Normal loss: 0.2913, Plan similarity: 0.2266, Random contrast: 0.6836
Normal loss: 0.2547, Plan similarity: 0.2734, Random contrast: 0.6797
Normal loss: 0.2987, Plan similarity: 5.5000, Random contrast: 0.6875
Normal loss: 0.2411, Plan similarity: 0.3105, Random contrast: 0.6875
Normal loss: 0.3948, Plan similarity: 5.5000, Random contrast: 0.6875
Normal loss: 0.2651, Plan similarity: 2.2969, Random contrast: 0.6836
Normal loss: 0.2395, Plan similarity: 0.3047, Random contrast: 0.6875
Normal loss: 0.2778, Plan similarity: 0.2852, Random contrast: 0.6836
Normal loss: 0.2920, Plan similarity: 0.2090, Random contrast: 0.6875
Normal loss: 0.3404, Plan similarity: 3.4062, Random contrast: 0.6875
Normal loss: 0.3191, Plan similarity: 0.2393, Random contrast: 0.6875
Normal loss: 0.2564, Plan similarity: 0.2070, Random contrast: 0.6875
Normal loss: 0.3031, Plan similarity: 0.2734, Random contrast: 0.6875
Normal loss: 0.3470, Plan similarity: 0.2461, Random contrast: 0.6875
Normal loss: 0.3041, Plan similarity: 2.7344, Random contrast: 0.6875
Normal loss: 0.3568, Plan similarity: 0.1699, Random contrast: 0.6875
Normal loss: 0.2106, Plan similarity: 0.2021, Random contrast: 0.6875
Normal loss: 0.2910, Plan similarity: 3.7812, Random contrast: 0.6875
Normal loss: 0.3250, Plan similarity: 0.2012, Random contrast: 0.6875
Normal loss: 0.3156, Plan similarity: 1.9219, Random contrast: 0.6836
Normal loss: 0.2639, Plan similarity: 0.2227, Random contrast: 0.6836
Normal loss: 0.2408, Plan similarity: 0.1670, Random contrast: 0.6797
Normal loss: 0.3456, Plan similarity: 1.3125, Random contrast: 0.6875
Normal loss: 0.2997, Plan similarity: 2.9844, Random contrast: 0.6836
Normal loss: 0.3051, Plan similarity: 0.2344, Random contrast: 0.6836
Normal loss: 0.2573, Plan similarity: 0.1855, Random contrast: 0.6719
Normal loss: 0.2571, Plan similarity: 0.2129, Random contrast: 0.6875
Normal loss: 0.2372, Plan similarity: 0.0908, Random contrast: 0.6875
Normal loss: 0.3009, Plan similarity: 0.2930, Random contrast: 0.6875
Normal loss: 0.2973, Plan similarity: 0.2656, Random contrast: 0.6719
Normal loss: 0.3061, Plan similarity: 0.1680, Random contrast: 0.6836
Normal loss: 0.3317, Plan similarity: 0.8438, Random contrast: 0.6875
Normal loss: 0.3527, Plan similarity: 2.7031, Random contrast: 0.6875
Normal loss: 0.3216, Plan similarity: 0.2168, Random contrast: 0.6797
Normal loss: 0.2511, Plan similarity: 0.2217, Random contrast: 0.6797
Normal loss: 0.3196, Plan similarity: 1.2031, Random contrast: 0.6875
Normal loss: 0.4271, Plan similarity: 3.1250, Random contrast: 0.6836
Normal loss: 0.2042, Plan similarity: 0.1758, Random contrast: 0.6875
Normal loss: 0.2353, Plan similarity: 3.1250, Random contrast: 0.6797
Normal loss: 0.2990, Plan similarity: 2.9844, Random contrast: 0.6875
Normal loss: 0.3315, Plan similarity: 0.2520, Random contrast: 0.6875
Normal loss: 0.2832, Plan similarity: 4.7500, Random contrast: 0.6875
Normal loss: 0.2590, Plan similarity: 2.5625, Random contrast: 0.6875
Normal loss: 0.2949, Plan similarity: 1.3672, Random contrast: 0.6875
Normal loss: 0.2578, Plan similarity: 0.1973, Random contrast: 0.6875
Normal loss: 0.2815, Plan similarity: 0.3438, Random contrast: 0.6875
Normal loss: 0.2973, Plan similarity: 2.0312, Random contrast: 0.6875
Normal loss: 0.2931, Plan similarity: 3.0625, Random contrast: 0.6875
Normal loss: 0.3054, Plan similarity: 1.6797, Random contrast: 0.6875
Normal loss: 0.2694, Plan similarity: 3.3906, Random contrast: 0.6875
Normal loss: 0.3390, Plan similarity: 3.2656, Random contrast: 0.6875
Normal loss: 0.2471, Plan similarity: 0.0435, Random contrast: 0.6875
Normal loss: 0.2725, Plan similarity: 0.1689, Random contrast: 0.6797
Normal loss: 0.2337, Plan similarity: 0.1182, Random contrast: 0.6680
Normal loss: 0.3641, Plan similarity: 4.6875, Random contrast: 0.6523
Normal loss: 0.3193, Plan similarity: 0.2246, Random contrast: 0.6719
Normal loss: 0.3357, Plan similarity: 1.1641, Random contrast: 0.6836
Normal loss: 0.3424, Plan similarity: 0.2773, Random contrast: 0.6875
Normal loss: 0.3459, Plan similarity: 2.1875, Random contrast: 0.6836
Normal loss: 0.2511, Plan similarity: 1.0312, Random contrast: 0.6836
Normal loss: 0.2328, Plan similarity: 1.8281, Random contrast: 0.6875
Normal loss: 0.2667, Plan similarity: 0.2002, Random contrast: 0.6875
Normal loss: 0.2226, Plan similarity: 0.1836, Random contrast: 0.6914
Normal loss: 0.2675, Plan similarity: 0.1367, Random contrast: 0.6875
Normal loss: 0.2667, Plan similarity: 3.4688, Random contrast: 0.6875
Normal loss: 0.2571, Plan similarity: 0.1504, Random contrast: 0.6875
Normal loss: 0.2990, Plan similarity: 2.8438, Random contrast: 0.6875
Normal loss: 0.2477, Plan similarity: 3.6250, Random contrast: 0.6875
Normal loss: 0.2473, Plan similarity: 0.0933, Random contrast: 0.6875
Normal loss: 0.2130, Plan similarity: 0.1650, Random contrast: 0.6797
Normal loss: 0.2028, Plan similarity: 0.1069, Random contrast: 0.6914
Normal loss: 0.2095, Plan similarity: 5.2500, Random contrast: 0.6836
Normal loss: 0.2472, Plan similarity: 0.1250, Random contrast: 0.6875
Normal loss: 0.1901, Plan similarity: 1.3359, Random contrast: 0.6914
Normal loss: 0.3003, Plan similarity: 0.0586, Random contrast: 0.6758
Normal loss: 0.2567, Plan similarity: 0.1191, Random contrast: 0.6719
Normal loss: 0.2691, Plan similarity: 2.0312, Random contrast: 0.6875
Normal loss: 0.2514, Plan similarity: 0.0625, Random contrast: 0.6875
Normal loss: 0.3327, Plan similarity: 3.3594, Random contrast: 0.6797
Normal loss: 0.2435, Plan similarity: 0.0811, Random contrast: 0.6875
Normal loss: 0.2521, Plan similarity: 0.1426, Random contrast: 0.6875
Normal loss: 0.1984, Plan similarity: 0.0698, Random contrast: 0.6797
Normal loss: 0.3187, Plan similarity: 0.1582, Random contrast: 0.6836
Normal loss: 0.2609, Plan similarity: 0.0601, Random contrast: 0.6328
Normal loss: 0.2786, Plan similarity: 2.6562, Random contrast: 0.6719
Normal loss: 0.2592, Plan similarity: 3.6719, Random contrast: 0.6719
Normal loss: 0.3462, Plan similarity: 3.4062, Random contrast: 0.6914
Normal loss: 0.3905, Plan similarity: 0.1045, Random contrast: 0.6641
Normal loss: 0.2826, Plan similarity: 2.6094, Random contrast: 0.6875
Normal loss: 0.3622, Plan similarity: 0.0898, Random contrast: 0.6602
Normal loss: 0.3015, Plan similarity: 1.9922, Random contrast: 0.6875
Normal loss: 0.1963, Plan similarity: 0.1270, Random contrast: 0.6875
Normal loss: 0.2584, Plan similarity: 0.0728, Random contrast: 0.6328
Normal loss: 0.5338, Plan similarity: 3.2188, Random contrast: 0.6875
Normal loss: 0.2820, Plan similarity: 0.0977, Random contrast: 0.6875
Normal loss: 0.2183, Plan similarity: 0.0640, Random contrast: 0.6680
Normal loss: 0.4035, Plan similarity: 5.2188, Random contrast: 0.6875
Normal loss: 0.2591, Plan similarity: 3.3750, Random contrast: 0.6602
Normal loss: 0.2382, Plan similarity: 0.1328, Random contrast: 0.6758
Normal loss: 0.3443, Plan similarity: 0.0952, Random contrast: 0.6680
Normal loss: 0.2372, Plan similarity: 0.0610, Random contrast: 0.6914
Normal loss: 0.2138, Plan similarity: 2.4219, Random contrast: 0.6406
Normal loss: 0.2680, Plan similarity: 0.1328, Random contrast: 0.6797
Normal loss: 0.3033, Plan similarity: 0.1279, Random contrast: 0.6875
Normal loss: 0.3033, Plan similarity: 0.1611, Random contrast: 0.5938
Normal loss: 0.3435, Plan similarity: 1.1641, Random contrast: 0.6914
Normal loss: 0.2518, Plan similarity: 0.2109, Random contrast: 0.6875
Normal loss: 0.3173, Plan similarity: 1.2812, Random contrast: 0.6250
Normal loss: 0.2094, Plan similarity: 0.1318, Random contrast: 0.6406
Normal loss: 0.3074, Plan similarity: 0.1436, Random contrast: 0.6094
Normal loss: 0.2423, Plan similarity: 0.1807, Random contrast: 0.6602
Normal loss: 0.3250, Plan similarity: 3.1406, Random contrast: 0.6875
Normal loss: 0.2218, Plan similarity: 2.9844, Random contrast: 0.6836
Normal loss: 0.1820, Plan similarity: 3.2969, Random contrast: 0.6797
Normal loss: 0.2249, Plan similarity: 0.3750, Random contrast: 0.6875
Normal loss: 0.2804, Plan similarity: 2.9375, Random contrast: 0.6875
Normal loss: 0.4101, Plan similarity: 0.4102, Random contrast: 0.6875
Normal loss: 0.2238, Plan similarity: 0.4102, Random contrast: 0.6562
Normal loss: 0.2059, Plan similarity: 0.0513, Random contrast: 0.6836
Normal loss: 0.1926, Plan similarity: 0.2734, Random contrast: 0.6016
Normal loss: 0.2740, Plan similarity: 3.1250, Random contrast: 0.6406
Normal loss: 0.2148, Plan similarity: 0.1328, Random contrast: 0.6172
Normal loss: 0.2508, Plan similarity: 0.0239, Random contrast: 0.6758
Normal loss: 0.3484, Plan similarity: 0.1934, Random contrast: 0.6914
Normal loss: 0.2311, Plan similarity: 0.2090, Random contrast: 0.6875
Normal loss: 0.2590, Plan similarity: 0.2891, Random contrast: 0.6641
Normal loss: 0.3219, Plan similarity: 0.1797, Random contrast: 0.6875
Normal loss: 0.2544, Plan similarity: 0.1865, Random contrast: 0.6914
Normal loss: 0.2189, Plan similarity: 0.1572, Random contrast: 0.6875
Normal loss: 0.2053, Plan similarity: 0.1602, Random contrast: 0.6914
Normal loss: 0.3319, Plan similarity: 0.1582, Random contrast: 0.6875
Normal loss: 0.2571, Plan similarity: 0.1875, Random contrast: 0.6914
Normal loss: 0.2556, Plan similarity: 0.2148, Random contrast: 0.6914
Normal loss: 0.2729, Plan similarity: 0.1240, Random contrast: 0.6914
Normal loss: 0.2812, Plan similarity: 0.1582, Random contrast: 0.6914
Normal loss: 0.2423, Plan similarity: 0.1328, Random contrast: 0.6914
Normal loss: 0.2686, Plan similarity: 0.2031, Random contrast: 0.6875
Normal loss: 0.2421, Plan similarity: 0.1621, Random contrast: 0.6914
Normal loss: 0.2981, Plan similarity: 0.1299, Random contrast: 0.6875
Normal loss: 0.1945, Plan similarity: 0.1934, Random contrast: 0.6914
Normal loss: 0.2880, Plan similarity: 3.2812, Random contrast: 0.6875
Normal loss: 0.2909, Plan similarity: 0.1406, Random contrast: 0.6914
Normal loss: 0.2346, Plan similarity: 0.0977, Random contrast: 0.6914
Normal loss: 0.2523, Plan similarity: 0.0820, Random contrast: 0.6875
Normal loss: 0.1925, Plan similarity: 0.5117, Random contrast: 0.6914
Normal loss: 0.3231, Plan similarity: 0.1084, Random contrast: 0.6875
Normal loss: 0.2454, Plan similarity: 0.0771, Random contrast: 0.6875
Normal loss: 0.2013, Plan similarity: 0.9062, Random contrast: 0.6875
Normal loss: 0.2056, Plan similarity: 0.0718, Random contrast: 0.6914
Normal loss: 0.2676, Plan similarity: 1.0391, Random contrast: 0.6914
Normal loss: 0.3236, Plan similarity: 0.1133, Random contrast: 0.6875
Normal loss: 0.1509, Plan similarity: 0.1406, Random contrast: 0.6875
Normal loss: 0.2408, Plan similarity: 5.4062, Random contrast: 0.6875
Normal loss: 0.2360, Plan similarity: 0.1338, Random contrast: 0.6875
Normal loss: 0.2152, Plan similarity: 0.0525, Random contrast: 0.6914
Normal loss: 0.3279, Plan similarity: 0.1318, Random contrast: 0.6875
Normal loss: 0.3446, Plan similarity: 0.0913, Random contrast: 0.6875
Normal loss: 0.2378, Plan similarity: 0.1328, Random contrast: 0.6875
Normal loss: 0.3001, Plan similarity: 2.9688, Random contrast: 0.6875
Normal loss: 0.2492, Plan similarity: 0.1582, Random contrast: 0.6914
Normal loss: 0.2336, Plan similarity: 0.0898, Random contrast: 0.6875
Normal loss: 0.2940, Plan similarity: 0.1465, Random contrast: 0.6875
Normal loss: 0.2243, Plan similarity: 2.6250, Random contrast: 0.6914
Normal loss: 0.1536, Plan similarity: 0.1377, Random contrast: 0.6875
